idx,bant_submit,business_unit,customer_idx,customer_type,enterprise,historical_existing_cnt,customer_job,lead_desc_length,inquiry_type,product_category,product_subcategory,product_modelname,customer_position,response_corporate,expected_timeline,business_area,business_subarea,lead_owner,is_converted
21056,1.0,IT,28620,Solution Eco-Partner,Enterprise,,finance,7,Other,monitor,UltraWide™ Monitors,,director,LGESJ,less than 3 months,,,178,False
36767,0.75,AS,13493,Specifier/ Influencer,Enterprise,166.0,operations,40,Product Information,vrf,,,intern,LGEPS,,,,651,False
14838,0.5,AS,3073,End-Customer,Enterprise,0.0,engineering,33,Sales Inquiry,chiller,,,associate/analyst,LGEPH,,,,29,False
10851,0.25,ID,47466,End-Customer,Enterprise,45.0,other,144,Quotation or purchase consultation,high brightness signage,,,none,LGEUK,,,,185,False
13072,0.5,ID,5806,End-Customer,Enterprise,,engineering,405,Quotation or Purchase Consultation,oled signage,Flat OLED Signage,55EJ5K,director,LGEUS,,,,310,False
23532,1.0,ID,4552,End-Customer,SMB,,information technology,158,Quotation or Purchase Consultation,led signage,LG MAGNIT,LSAB007,associate/analyst,LGESP,3 months ~ 6 months,education,K12 Kindergarten & Schools,342,False
338,1.0,AS,37216,End Customer,SMB,,purchasing,637,Quotation or Purchase Consultation,multi-split,,,associate/analyst,LGEGF,less than 3 months,corporate / office,Engineering,25,True
19281,0.5,AS,12838,Specifier/ Influencer,SMB,,engineering,67,Quotation or Purchase Consultation,single-split,,,manager,LGEPH,,,,83,False
58887,0.75,ID,10895,End-Customer,SMB,,accounting,223,Quotation or Purchase Consultation,led signage,,,trainee,LGEAR,more than a year,transportation,Others,345,True
17809,0.25,AS,47466,End-Customer,Enterprise,3.0,,22,Quotation or purchase consultation,rac,,,none,LGEGF,,,,25,False
41453,0.5,AS,4860,End-Customer,Enterprise,1.0,,3,Sales Inquiry,,,,other,LGEAP,,,,66,False
56480,1.0,ID,9468,End-Customer,SMB,0.0,arts and design,176,Quotation or Purchase Consultation,oled signage,,,director,LGEMS,3 months ~ 6 months,retail,,189,False
58510,1.0,AS,7408,End-Customer,SMB,1.0,engineering,85,Quotation or purchase consultation,ventilation,,,manager,LGECL,9 months ~ 1 year,factory,Others,124,False
54814,0.25,IT,33637,End Customer,SMB,,,35,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Others,589,False
22803,0.75,ID,46087,End-Customer,SMB,,education,500,Quotation or purchase consultation,oled signage,,,none,LGEUK,less than 3 months,education,Higher Education (College & University),185,False
12713,0.75,ID,36489,Specifier/ Influencer,SMB,,,224,Quotation or Purchase Consultation,,,,none,LGEUS,3 months ~ 6 months,,,152,True
54723,0.25,IT,13489,End Customer,SMB,0.0,,35,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Others,589,False
25383,1.0,ID,30823,End-Customer,SMB,,education,336,Request for Partnership,oled signage,Transparent OLED Touch Signage,55EW5TK-A,partner,LGEES,9 months ~ 1 year,retail,Sports Entertainment,179,False
23929,0.25,IT,5503,End Customer,SMB,,,151,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Others,541,False
45823,0.5,AS,30247,End Customer,Enterprise,,operations,3,Quotation or Purchase Consultation,vrf,,,manager,LGEPH,,,,121,False
52105,0.25,IT,9330,End-Customer,SMB,,,3,Quotation or Purchase Consultation,,,,none,LGEUS,,,,436,False
22073,0.75,ID,5313,Channel Partner,Enterprise,,media and communication,910,Request for Partnership,oled signage,Transparent OLED Signage,,entry level,LGEUK,3 months ~ 6 months,special purpose,Others,185,False
16612,0.25,AS,47466,End-Customer,Enterprise,19.0,,83,Quotation or purchase consultation,rac,,,none,LGEIL,,,,22,False
52732,0.75,ID,8108,Specifier/ Influencer,Enterprise,,information technology,104,Quotation or Purchase Consultation,video wall signage,"49"" 500 nits FHD Slim Bezel Video Wall",49VL5G-M,associate/analyst,LGESP,less than 3 months,special purpose,Others,342,False
46705,0.5,AS,47466,End Customer,Enterprise,16.0,,235,Quotation or Purchase Consultation,etc.,,,none,LGECL,more than a year,,,124,False
31329,1.0,ID,26179,End Customer,Enterprise,,arts and design,125,Quotation or Purchase Consultation,oled signage,Transparent OLED Signage,,manager,LGEMS,less than 3 months,corporate / office,Construction,188,False
41281,0.5,AS,18000,End-Customer,Enterprise,,purchasing,118,Quotation or purchase consultation,rac,,,partner,LGESP,,,,23,False
54796,0.25,IT,30540,End Customer,SMB,,,35,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Others,589,True
19497,0.25,AS,47466,End Customer,Enterprise,19.0,,260,Quotation or Purchase Consultation,multi-split,,,none,LGEIL,,,,115,False
21068,0.75,IT,28509,End-Customer,SMB,,engineering,3,Quotation or Purchase Consultation,monitor,,,other,LGEIL,,,,405,False
18460,0.25,AS,47466,End-Customer,Enterprise,11.0,,45,Quotation or purchase consultation,multi-split,,,none,LGEUS,,,,27,False
18417,0.5,AS,35481,End-Customer,Enterprise,0.0,healthcare services,158,Quotation or purchase consultation,multi-split,,,other,LGEUS,,,,27,False
18357,0.75,AS,43018,Specifier/ Influencer,Enterprise,,arts and design,495,Product Information,multi-split,,,ceo/founder,LGECI,less than 3 months,,,82,False
19978,0.25,AS,47466,End Customer,Enterprise,105.0,,371,Quotation or Purchase Consultation,heating,,,none,LGEDG,,,,126,False
20346,1.0,IT,11745,End-Customer,SMB,,information technology,48,Quotation or Purchase Consultation,monitor,,,director,LGECI,less than 3 months,,,387,False
32527,0.75,ID,31665,Specifier/ Influencer,SMB,4.0,engineering,491,Quotation or Purchase Consultation,video wall signage,"55"" 500 nits FHD Slim Bezel Video Wall",55VM5J-H,none,LGEUS,less than 3 months,,,194,False
55168,1.0,AS,10171,End-Customer,Enterprise,,business development,68,Quotation or purchase consultation,vrf,,,partner,LGESP,more than a year,residential (home),Others,646,False
54280,0.75,AS,10501,Specifier/ Influencer,Enterprise,,engineering,106,Quotation or Purchase Consultation,chiller,,,associate/analyst,LGEPR,more than a year,hospital & health care,Hospital,741,False
36718,1.0,AS,17033,Specifier/ Influencer,SMB,,product management,33,Quotation or purchase consultation,vrf,,,manager,LGEMS,3 months ~ 6 months,,,42,False
52572,1.0,ID,39043,End-Customer,SMB,,business development,35,Quotation or purchase consultation,etc.,,,ceo/founder,LGESJ,less than 3 months,special purpose,Others,209,False
34466,0.25,ID,18339,End-Customer,Enterprise,,administrative,26,Quotation or Purchase Consultation,videowall_rmk,,,none,LGECB,,,,187,False
44095,0.5,AS,25323,End-Customer,Enterprise,1.0,healthcare services,3,Quotation or purchase consultation,etc.,,,vice president,LGEHS,,,,593,False
31084,0.5,ID,25406,End-Customer,Enterprise,,real estate,38,Quotation or Purchase Consultation,high brightness signage,Open Frame,55XF3E-B,ceo/founder,LGEAR,,corporate / office,Investment,345,False
14815,0.5,AS,30640,End-Customer,SMB,,education,4,Quotation or purchase consultation,single-split,,,associate/analyst,LGEPH,,,,16,False
19690,0.25,AS,47466,End Customer,Enterprise,19.0,,3,Quotation or Purchase Consultation,etc.,,,none,LGEIL,,,,115,False
52957,1.0,ID,15073,End-Customer,Enterprise,,arts and design,76,Quotation or purchase consultation,led signage,LG LED Bloc,LSAA012,trainee,LGECL,less than 3 months,special purpose,Others,580,False
28926,0.75,ID,38996,Channel Partner,SMB,1.0,administrative,45,Quotation or Purchase Consultation,video wall signage,"55"" 700 nits FHD Slim Bezel Video Wall",55VH7J-H,partner,LGEIL,less than 3 months,transportation,Airport / Airfield / Helipad,174,False
54430,0.75,IT,24781,End Customer,Enterprise,,medical solution provider,25,Quotation or Purchase Consultation,medical display,Digital X-ray Detectors,,none,LGEMS,less than 3 months,hospital & health care,,923,False
15052,0.5,AS,39542,End-Customer,SMB,,engineering,88,Sales Inquiry,vrf,,,other,LGEPH,,,,0,False
44673,1.0,AS,13651,Specifier/ Influencer,Enterprise,,marketing,38,Product Information,vrf,,,manager,LGEMS,more than a year,,,42,False
44261,0.75,AS,261,Specifier/ Influencer,SMB,1.0,engineering,3,,vrf,,,ceo/founder,LGEPS,less than 3 months,,,654,False
42952,0.5,AS,46896,Specifier/ Influencer,SMB,,other,4,Quotation or purchase consultation,single-split,,,partner,LGEVH,,,,745,False
56130,1.0,AS,22985,End-Customer,Enterprise,,operations,604,Quotation or purchase consultation,rac,,,manager,LGESP,less than 3 months,government department,Welfare Facilities,38,False
26355,0.75,ID,33902,End Customer,SMB,,program and project management,341,Quotation or purchase consultation,standard signage,UH5F Series,,manager,LGEIN,less than 3 months,retail,Other Stores,362,False
23968,0.25,IT,27435,End Customer,SMB,,,117,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Hospital,833,True
35529,0.25,ID,7740,End-Customer,Enterprise,31.0,,3,Quotation or Purchase Consultation,,,,none,LGEUS,,,,570,True
21316,0.25,IT,11057,End Customer,SMB,,,79,Quotation or Purchase Consultation,,,,none,LGEUS,,,,436,False
30167,1.0,ID,20459,End-Customer,SMB,,purchasing,60,Quotation or Purchase Consultation,one:quick series,One:Quick Works,,manager,LGESP,3 months ~ 6 months,corporate / office,Construction,278,True
19200,1.0,AS,125,Specifier/ Influencer,Enterprise,16.0,engineering,4,Product Information,a thermodynamic water heater,,,manager,LGEPR,3 months ~ 6 months,,,125,False
13456,1.0,AS,11426,Specifier/ Influencer,SMB,,engineering,97,Quotation or purchase consultation,vrf,,,associate/analyst,LGEAF,more than a year,,,12,True
8561,0.75,ID,1969,End-Customer,Enterprise,,education,10,Quotation or purchase consultation,lg one:quick series,,,ceo/founder,LGEIL,less than 3 months,,,174,False
51155,0.75,IT,39654,End-Customer,Enterprise,,healthcare services,614,Usage or Technical Consultation,monitor,,,other,LGEPL,less than 3 months,,,800,False
38119,0.5,AS,9702,End-Customer,SMB,,purchasing,150,Quotation or purchase consultation,single-split,,,entry level,LGESP,,,,97,False
13213,0.5,ID,32202,End Customer,SMB,,information technology,365,Quotation or Purchase Consultation,standard signage,,,none,LGESJ,less than 3 months,,,153,False
12412,0.75,ID,47466,Channel Partner,Enterprise,45.0,real estate,381,Quotation or purchase consultation,led signage,Transparent LED Film,LAT140,none,LGEUK,less than 3 months,,,185,False
9962,0.5,ID,46652,End-Customer,SMB,,engineering,22,Quotation or purchase consultation,oled signage,,,none,LGEIL,tried to reach him but no response. i will call him again. 18th nov- i called him again and he will send the requirement on mail.,,,148,False
751,1.0,ID,24379,End-Customer,SMB,,purchasing,37,Quotation or purchase consultation,interactive digital board,,,director,LGEIL,less than 3 months,corporate / office,Distribution Center,174,False
449,1.0,ID,40317,End-Customer,SMB,,media and communication,35,Quotation or purchase consultation,oled signage,Transparent OLED,55EW5G,ceo/founder,LGEIL,less than 3 months,corporate / office,Broadcasting & Media,174,False
52569,1.0,ID,9404,End-Customer,SMB,,purchasing,120,Quotation or Purchase Consultation,video wall signage,"55"" 500 nits FHD Slim Bezel Video Wall",55VM5J-H,entry level,LGEPR,less than 3 months,special purpose,Others,258,False
3049,0.75,ID,30332,Channel Partner,SMB,,buyer,262,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,194,False
28737,1.0,ID,43157,End Customer,Enterprise,,media and communication,7,Quotation or Purchase Consultation,oled signage,,,other,LGEMS,6 months ~ 9 months,factory,,263,False
20387,1.0,IT,26099,End-Customer,SMB,,information technology,686,Quotation or Purchase Consultation,monitor,,UltraFine Ergo(32UN880),director,LGEUK,less than 3 months,,,391,False
34796,0.5,ID,18713,End-Customer,SMB,,,3,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,205,False
44694,1.0,AS,37435,Channel Partner,SMB,,marketing,8,Product Information,vrf,,,associate/analyst,LGEMS,more than a year,,,42,False
29708,0.5,AS,16429,End-Customer,SMB,1.0,engineering,280,Quotation or purchase consultation,rac,,,director,LGESP,,corporate / office,,38,False
53149,0.75,AS,4841,End-Customer,Enterprise,,sales,42,Quotation or purchase consultation,rac,,,director,LGESP,more than a year,special purpose,Others,23,False
21337,0.25,IT,31250,End Customer,SMB,0.0,,29,Quotation or Purchase Consultation,,,,none,LGEUS,,,,374,False
45838,0.25,AS,47466,End Customer,Enterprise,115.0,,23,Quotation or Purchase Consultation,multi-split,,,none,LGEPH,,,,46,False
28466,0.75,ID,41808,Channel Partner,SMB,,entrepreneurship,17,Quotation or purchase consultation,standard signage,UHD Large Screen Signage Display,110UM5J,ceo/founder,LGEIL,less than 3 months,factory,Manufacturing Factory / Plant,155,True
42545,0.5,AS,43541,Specifier/ Influencer,Enterprise,,business development,30,Quotation or purchase consultation,rac,,,associate/analyst,LGEVH,,,,643,False
1714,0.25,IT,2574,End Customer,SMB,,,14,Quotation or Purchase Consultation,,,,none,LGEUS,,corporate / office,Consulting,436,True
1442,0.75,ID,10869,End-Customer,SMB,,marketing,125,Quotation or Purchase Consultation,one:quick series,One:Quick Works,55CT5WJ,manager,LGEGF,less than 3 months,corporate / office,Advertising,319,False
410,0.75,ID,45383,End-Customer,Enterprise,,marketing,87,Quotation or purchase consultation,high brightness signage,Outdoor Display,,ceo/founder,LGEIL,less than 3 months,corporate / office,Advertising,163,True
58879,0.5,AS,1714,Specifier/ Influencer,SMB,,engineering,544,Usage or technical consultation,chiller,,,associate/analyst,LGEIN,,power plant / renewable energy,Energy Storage & Saving,86,True
13538,0.5,AS,11737,Specifier/ Influencer,Enterprise,2.0,engineering,12,Quotation or purchase consultation,vrf,,,ceo/founder,LGEPH,,,,84,True
47907,1.0,AS,1747,Specifier/ Influencer,Enterprise,,engineering,3,Usage or Technical Consultation,vrf,,,manager,LGEPR,more than a year,,,125,False
919,0.5,ID,21539,End-Customer,SMB,,information technology,106,Quotation or Purchase Consultation,accessories,LG Smart Cam Pro,AN-VC22PR,manager,LGEIL,,corporate / office,IT/Software,174,False
23578,0.75,ID,17249,Specifier/ Influencer,Enterprise,,consulting,60,Quotation or Purchase Consultation,video wall signage,,,ceo/founder,LGEUS,less than 3 months,education,Institute & Academy,350,False
25366,0.5,ID,22062,Channel Partner,SMB,,accounting,222,Quotation or Purchase Consultation,oled signage,Transparent OLED Signage,55EW5PG-S,director,LGECI,,retail,Others,171,True
24130,0.25,IT,45944,End Customer,SMB,0.0,,23,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Hospital,831,True
26879,0.25,ID,36810,End Customer,SMB,,,52,,43us660h0sd.awz,,,ceo/founder,LGESP,,hotel & accommodation,Resort,487,True
26529,1.0,AS,26583,End-Customer,SMB,,business development,345,Quotation or purchase consultation,heating,,,ceo/founder,LGEAP,less than 3 months,retail,Shopping Mall,98,False
1352,1.0,ID,40695,End Customer,SMB,,arts and design,49,Quotation or Purchase Consultation,standard signage,UHD Large Screen Signage Display,110UM5J,vice president,LGEIL,less than 3 months,corporate / office,Advertising,173,False
34743,0.5,ID,13393,Channel Partner,SMB,0.0,,3,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,194,False
59169,1.0,AS,41138,End-Customer,Enterprise,,administrative,54,Quotation or purchase consultation,multi-split,,,partner,LGESP,more than a year,public facility,Sports,38,False
25216,0.5,ID,43553,End-Customer,SMB,1.0,other,170,Technical Consultation,interactive signage,TR3DJ Series,86TR3DJ,manager,LGEUS,,government department,Military,502,False
13116,0.5,ID,376,Channel Partner,Enterprise,16.0,,356,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,159,False
45341,1.0,AS,44905,Specifier/ Influencer,SMB,,engineering,3,Quotation or Purchase Consultation,control,,,manager,LGEMS,3 months ~ 6 months,,,42,False
55455,0.5,AS,4912,Specifier/ Influencer,Enterprise,,entrepreneurship,112,Quotation or purchase consultation,rac,,,entry level,LGESP,,residential (home),Others,38,False
18898,1.0,AS,17431,Corporate,Enterprise,,engineering,2,Product Information,vrf,,,ceo/founder,LGEMS,more than a year,,,42,False
54543,0.25,IT,41922,End Customer,SMB,,,33,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Others,835,True
45131,0.75,AS,16960,End-Customer,Enterprise,,finance,41,Quotation or purchase consultation,rac,,,director,LGESP,,,,97,False
46834,0.5,AS,47466,End Customer,Enterprise,16.0,,31,Quotation or Purchase Consultation,etc.,,,none,LGECB,less than 3 months,,,39,False
46841,0.5,AS,47466,End Customer,Enterprise,16.0,,86,Quotation or Purchase Consultation,multi-split,,,none,LGECB,less than 3 months,,,39,False
19502,0.25,AS,47466,End Customer,Enterprise,19.0,,56,Quotation or Purchase Consultation,etc.,,,none,LGEIL,,,,115,False
381,1.0,AS,15354,End-Customer,SMB,,purchasing,38,Quotation or Purchase Consultation,etc.,,,associate/analyst,LGESP,less than 3 months,corporate / office,Logistics,97,False
9936,0.25,ID,44167,End-Customer,Enterprise,,education,17,Quotation or purchase consultation,interactive signage,,,none,LGEIL,,,,174,False
466,0.75,ID,13528,Channel Partner,SMB,,engineering,31,Quotation or purchase consultation,interactive signage,Interactive Digital Board,86TR3E,director,LGEIL,,corporate / office,,174,False
