bant_submit,business_unit,customer_idx,customer_type,enterprise,historical_existing_cnt,customer_job,lead_desc_length,inquiry_type,product_category,product_subcategory,product_modelname,customer_position,response_corporate,expected_timeline,business_area,business_subarea,lead_owner,is_converted
0.5,AS,43235,End-Customer,Enterprise,,administrative,100,Quotation or purchase consultation,single-split,,,manager,LGEIL,,,,36,False
0.5,AS,45308,End-Customer,Enterprise,,other,1,Quotation or purchase consultation,multi-split,,,manager,LGEIL,,,,123,False
0.5,AS,26293,Specifier/ Influencer,Enterprise,,accounting,521,Quotation or purchase consultation,single-split,,,manager,LGEIL,,,,90,False
0.5,AS,7158,End-Customer,Enterprise,,arts and design,70,Quotation or purchase consultation,heating,,,manager,LGEIL,,,,95,False
0.5,AS,1090,End-Customer,Enterprise,,information technology,54,Quotation or purchase consultation,multi-split,,,manager,LGEIL,,,,17,False
0.5,AS,33578,End-Customer,Enterprise,,information technology,169,Quotation or purchase consultation,multi-split,,,manager,LGEIL,,,,11,False
0.5,AS,26392,End-Customer,SMB,,support,48,Quotation or purchase consultation,rac,,,manager,LGEIL,,,,31,False
0.75,AS,42629,Specifier/ Influencer,SMB,,engineering,155,Quotation or purchase consultation,single-split,,,manager,LGEIL,less than 3 months,,,123,False
0.75,AS,17649,End-Customer,SMB,,other,44,Quotation or purchase consultation,multi-split,,,manager,LGEIL,less than 3 months,,,123,False
0.75,AS,12913,End-Customer,Enterprise,,engineering,29,Quotation or purchase consultation,single-split,,,associate/analyst,LGEIL,less than 3 months,,,89,False
0.75,AS,22588,Specifier/ Influencer,Enterprise,,consulting,128,Quotation or purchase consultation,etc.,,,associate/analyst,LGEIL,less than 3 months,,,115,False
0.75,AS,22588,Specifier/ Influencer,Enterprise,,consulting,128,Quotation or purchase consultation,etc.,,,associate/analyst,LGEIL,less than 3 months,,,115,False
0.5,AS,24094,End-Customer,SMB,,purchasing,107,Quotation or purchase consultation,single-split,,,entry level,LGEIL,,,,673,False
0.5,AS,34194,End-Customer,Enterprise,0.0,engineering,70,Quotation or purchase consultation,vrf,,,other,LGEIL,,,,128,False
0.5,AS,742,End-Customer,Enterprise,0.0,education,115,Quotation or purchase consultation,rac,,,other,LGEIL,,,,90,False
0.5,AS,12370,Specifier/ Influencer,Enterprise,,education,56,Quotation or purchase consultation,rac,,,other,LGEIL,,,,600,False
0.5,AS,29370,End-Customer,Enterprise,19.0,other,25,Quotation or purchase consultation,vrf,,,other,LGEIL,,,,95,False
0.5,AS,19804,End-Customer,Enterprise,19.0,other,84,Quotation or purchase consultation,multi-split,,,other,LGEIL,,,,36,False
0.5,AS,19804,End-Customer,Enterprise,19.0,other,55,Quotation or purchase consultation,single-split,,,other,LGEIL,,,,30,False
0.5,AS,45422,End-Customer,Enterprise,,business development,168,Quotation or purchase consultation,multi-split,,,other,LGEIL,,,,673,False
0.5,AS,45422,End-Customer,Enterprise,,business development,168,Quotation or purchase consultation,multi-split,,,other,LGEIL,,,,673,False
0.75,AS,668,End-Customer,SMB,,purchasing,394,Quotation or purchase consultation,vrf,,,other,LGEIL,less than 3 months,,,88,False
0.5,AS,141,Specifier/ Influencer,Enterprise,,sales,66,Quotation or purchase consultation,rac,,,other,LGEIL,,,,76,False
0.75,AS,960,Specifier/ Influencer,SMB,,engineering,25,Quotation or purchase consultation,etc.,,,other,LGEIL,less than 3 months,,,37,False
0.5,AS,11195,End-Customer,SMB,,administrative,90,Quotation or purchase consultation,multi-split,,,director,LGEIL,,,,30,False
0.5,AS,34648,End-Customer,Enterprise,37.0,sales,28,Quotation or purchase consultation,rac,,,director,LGEIL,,,,48,False
0.5,AS,7324,End-Customer,Enterprise,,healthcare services,35,Quotation or purchase consultation,single-split,,,director,LGEIL,,,,22,False
0.75,AS,25623,End-Customer,Enterprise,,administrative,31,Quotation or purchase consultation,multi-split,,,director,LGEIL,less than 3 months,,,21,False
0.5,AS,36588,End-Customer,SMB,0.0,business development,2,Sales Inquiry,lg paradise air solution,,,director,LGEIL,,,,675,False
0.5,AS,25095,End-Customer,SMB,49.0,business development,1,Quotation or purchase consultation,vrf,,,director,LGEIL,,,,672,False
0.25,AS,34586,Specifier/ Influencer,Enterprise,,engineering,3,Quotation or purchase consultation,,,,none,LGEIL,,,,48,False
0.25,AS,38054,Specifier/ Influencer,Enterprise,0.0,engineering,76,Quotation or purchase consultation,,,,none,LGEIL,,,,21,False
0.25,AS,1968,Specifier/ Influencer,Enterprise,,engineering,3,Quotation or purchase consultation,,,,none,LGEIL,,,,21,False
0.25,AS,18058,Specifier/ Influencer,Enterprise,,engineering,3,Quotation or purchase consultation,,,,none,LGEIL,,,,21,False
0.25,AS,35503,End-Customer,Enterprise,,,3,Quotation or purchase consultation,,,,none,LGEIL,,,,21,False
0.25,AS,3983,End-Customer,Enterprise,,administrative,3,Quotation or purchase consultation,,,,none,LGEIL,,,,48,False
0.25,AS,5964,End-Customer,SMB,,administrative,13,Quotation or purchase consultation,,,,none,LGEIL,,,,21,False
0.25,AS,3201,End-Customer,Enterprise,,administrative,3,Quotation or purchase consultation,,,,none,LGEIL,,,,21,False
0.25,AS,37284,End-Customer,SMB,9.0,other,3,Quotation or purchase consultation,,,,none,LGEIL,,,,48,False
0.25,AS,45138,Specifier/ Influencer,SMB,,other,3,Quotation or purchase consultation,,,,none,LGEIL,,,,48,False
0.25,AS,38481,Specifier/ Influencer,Enterprise,,other,3,Quotation or purchase consultation,,,,none,LGEIL,,,,48,False
0.25,AS,40793,Specifier/ Influencer,Enterprise,2.0,sales,3,Quotation or purchase consultation,,,,none,LGEIL,,,,48,False
0.25,AS,573,End-Customer,Enterprise,,business development,3,Quotation or purchase consultation,,,,none,LGEIL,,,,21,False
0.25,AS,40701,Specifier/ Influencer,Enterprise,,operations,3,Quotation or purchase consultation,,,,none,LGEIL,,,,48,False
0.25,AS,40150,Specifier/ Influencer,Enterprise,20.0,operations,3,Quotation or purchase consultation,,,,none,LGEIL,,,,48,False
0.25,AS,13987,Specifier/ Influencer,Enterprise,,operations,3,Quotation or purchase consultation,,,,none,LGEIL,,,,48,False
0.25,AS,34591,Specifier/ Influencer,Enterprise,,operations,3,Quotation or purchase consultation,,,,none,LGEIL,,,,48,False
0.25,AS,46511,End-Customer,Enterprise,,real estate,3,Quotation or purchase consultation,,,,none,LGEIL,,,,48,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,25,Quotation or purchase consultation,single-split,,,none,LGEIL,,,,19,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,48,Quotation or purchase consultation,vrf,,,none,LGEIL,,,,36,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,26,Quotation or purchase consultation,rac,,,none,LGEIL,,,,18,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,47,Quotation or purchase consultation,rac,,,none,LGEIL,,,,7,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,43,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,37,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,42,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,92,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,84,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,18,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,43,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,20,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,50,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,2,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,84,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,18,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,58,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,673,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,19,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,20,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,247,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,36,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,14,Quotation or purchase consultation,single-split,,,none,LGEIL,,,,94,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,56,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,92,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,101,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,20,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,59,Quotation or purchase consultation,rac,,,none,LGEIL,,,,49,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,31,Quotation or purchase consultation,rac,,,none,LGEIL,,,,19,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,37,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,673,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,47,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,36,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,27,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,76,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,114,Quotation or purchase consultation,rac,,,none,LGEIL,,,,37,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,114,Quotation or purchase consultation,rac,,,none,LGEIL,,,,37,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,67,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,21,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,45,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,76,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,81,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,64,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,73,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,64,False
0.25,AS,10415,End-Customer,Enterprise,36.0,,97,Quotation or purchase consultation,vrf,,,none,LGEIL,,,,22,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,77,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,674,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,86,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,21,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,17,Quotation or purchase consultation,rac,,,none,LGEIL,,,,76,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,11,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,673,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,51,Quotation or purchase consultation,single-split,,,none,LGEIL,,,,77,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,62,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,88,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,83,Quotation or purchase consultation,rac,,,none,LGEIL,,,,22,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,58,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,9,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,33,Quotation or purchase consultation,heating,,,none,LGEIL,,,,95,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,78,Quotation or purchase consultation,rac,,,none,LGEIL,,,,88,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,27,Quotation or purchase consultation,vrf,,,none,LGEIL,,,,17,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,52,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,18,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,19,Quotation or purchase consultation,vrf,,,none,LGEIL,,,,19,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,176,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,76,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,77,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,30,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,140,Quotation or purchase consultation,vrf,,,none,LGEIL,,,,18,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,72,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,11,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,46,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,20,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,117,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,17,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,23,Quotation or purchase consultation,rac,,,none,LGEIL,,,,90,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,66,Quotation or purchase consultation,single-split,,,none,LGEIL,,,,95,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,46,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,20,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,81,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,36,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,28,Quotation or purchase consultation,rac,,,none,LGEIL,,,,128,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,169,Quotation or purchase consultation,rac,,,none,LGEIL,,,,3,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,28,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,673,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,123,Quotation or purchase consultation,vrf,,,none,LGEIL,,,,18,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,307,Quotation or purchase consultation,rac,,,none,LGEIL,,,,21,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,98,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,76,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,2,Quotation or purchase consultation,rac,,,none,LGEIL,,,,673,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,120,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,30,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,17,Quotation or purchase consultation,rac,,,none,LGEIL,,,,37,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,67,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,17,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,2,Quotation or purchase consultation,rac,,,none,LGEIL,,,,128,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,47,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,18,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,173,Quotation or purchase consultation,vrf,,,none,LGEIL,,,,92,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,56,Quotation or purchase consultation,rac,,,none,LGEIL,,,,30,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,31,Quotation or purchase consultation,vrf,,,none,LGEIL,,,,18,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,40,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,673,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,171,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,673,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,30,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,128,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,16,Quotation or purchase consultation,rac,,,none,LGEIL,,,,128,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,19,Quotation or purchase consultation,rac,,,none,LGEIL,,,,37,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,32,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,21,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,47,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,11,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,19,Quotation or purchase consultation,rac,,,none,LGEIL,,,,95,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,3,Quotation or purchase consultation,rac,,,none,LGEIL,,,,95,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,43,Quotation or purchase consultation,vrf,,,none,LGEIL,,,,48,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,60,Quotation or purchase consultation,heating,,,none,LGEIL,,,,95,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,43,Quotation or purchase consultation,vrf,,,none,LGEIL,,,,22,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,87,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,673,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,2,Quotation or purchase consultation,rac,,,none,LGEIL,,,,673,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,41,Quotation or purchase consultation,vrf,,,none,LGEIL,,,,22,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,64,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,21,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,39,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,9,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,38,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,22,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,22,Quotation or purchase consultation,etc.,,,none,LGEIL,,,,88,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,30,Quotation or purchase consultation,vrf,,,none,LGEIL,,,,88,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,106,Quotation or purchase consultation,rac,,,none,LGEIL,,,,90,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,24,Quotation or purchase consultation,rac,,,none,LGEIL,,,,21,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,41,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,673,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,16,Quotation or purchase consultation,rac,,,none,LGEIL,,,,95,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,41,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,36,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,72,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,19,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,83,Quotation or purchase consultation,vrf,,,none,LGEIL,,,,89,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,39,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,88,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,110,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,34,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,118,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,90,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,40,Quotation or purchase consultation,rac,,,none,LGEIL,,,,88,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,28,Quotation or purchase consultation,single-split,,,none,LGEIL,,,,673,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,72,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,89,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,20,Quotation or purchase consultation,rac,,,none,LGEIL,,,,32,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,120,Quotation or purchase consultation,rac,,,none,LGEIL,,,,19,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,14,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,673,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,75,Quotation or purchase consultation,vrf,,,none,LGEIL,,,,95,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,40,Quotation or purchase consultation,rac,,,none,LGEIL,,,,89,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,93,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,32,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,105,Quotation or purchase consultation,vrf,,,none,LGEIL,,,,128,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,54,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,9,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,57,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,31,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,29,Quotation or purchase consultation,vrf,,,none,LGEIL,,,,32,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,53,Quotation or purchase consultation,rac,,,none,LGEIL,,,,49,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,25,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,22,False
0.25,AS,47466,End-Customer,Enterprise,19.0,,23,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,21,False
